method,year_month,q,q_label,estimate,lower_95,upper_95,accepted_event_species,diversity,method_label,method_class,result_type,reference_estimate,reference_lower_95,reference_upper_95,absolute_difference,percentage_difference
Threshold_0.90,2023-06,1,q = 1: Exponential Shannon,5.774015910730092,5.774015910730092,5.774015910730092,659,5.774015910730092,Threshold >= 0.90,Deterministic,Point estimate,7.249416257343754,6.541442909004715,8.132310727466265,-1.4754003466136627,-20.351988273801535
Threshold_0.90,2023-06,2,q = 2: Inverse Simpson,2.900136899395639,2.900136899395639,2.900136899395639,659,2.900136899395639,Threshold >= 0.90,Deterministic,Point estimate,3.776591238540175,3.5025735687939346,4.188110750478752,-0.8764543391445359,-23.20755103703851
Threshold_0.90,2023-07,0,q = 0: Richness,26,26,26,176,26,Threshold >= 0.90,Deterministic,Point estimate,61,54,70,-35,-57.377049180327866
Threshold_0.90,2023-07,1,q = 1: Exponential Shannon,10.43607514085097,10.43607514085097,10.43607514085097,176,10.43607514085097,Threshold >= 0.90,Deterministic,Point estimate,11.095320592102578,9.737985992804411,12.939832126197096,-0.659245451251607,-5.941653021913085
Threshold_0.90,2023-07,2,q = 2: Inverse Simpson,6.235104669887279,6.235104669887279,6.235104669887279,176,6.235104669887279,Threshold >= 0.90,Deterministic,Point estimate,5.510201738584267,4.805326765966733,6.800983932955736,0.7249029313030118,13.155651384358592
Threshold_0.90,2023-08,0,q = 0: Richness,6,6,6,19,6,Threshold >= 0.90,Deterministic,Point estimate,20,16,25,-14,-70
Threshold_0.90,2023-08,1,q = 1: Exponential Shannon,3.926458138731904,3.926458138731904,3.926458138731904,19,3.926458138731904,Threshold >= 0.90,Deterministic,Point estimate,10.619145384701902,8.94719195235206,12.273443615964595,-6.6926872459699975,-63.02472565835271
Threshold_0.90,2023-08,2,q = 2: Inverse Simpson,2.934959349593496,2.934959349593496,2.934959349593496,19,2.934959349593496,Threshold >= 0.90,Deterministic,Point estimate,7.35486751442681,6.210137482055555,8.393395826660338,-4.4199081648333145,-60.09500723382877
Threshold_0.90,2023-10,0,q = 0: Richness,13,13,13,97,13,Threshold >= 0.90,Deterministic,Point estimate,35,30,40,-22,-62.857142857142854
Threshold_0.90,2023-10,1,q = 1: Exponential Shannon,5.528143159484982,5.528143159484982,5.528143159484982,97,5.528143159484982,Threshold >= 0.90,Deterministic,Point estimate,11.285193646725972,9.656628666269594,12.767977009954244,-5.75705048724099,-51.0141931761287
Threshold_0.90,2023-10,2,q = 2: Inverse Simpson,3.697053045186641,3.697053045186641,3.697053045186641,97,3.697053045186641,Threshold >= 0.90,Deterministic,Point estimate,6.2230845439930595,5.393570135790187,7.0189798889442585,-2.5260314988064185,-40.591309357105146
Threshold_0.90,2023-11,0,q = 0: Richness,7,7,7,45,7,Threshold >= 0.90,Deterministic,Point estimate,36,30,41,-29,-80.55555555555556
Threshold_0.90,2023-11,1,q = 1: Exponential Shannon,5.022172876451575,5.022172876451575,5.022172876451575,45,5.022172876451575,Threshold >= 0.90,Deterministic,Point estimate,14.484418761965905,12.502070753981988,16.862418724895214,-9.462245885514331,-65.32706656038481
Threshold_0.90,2023-11,2,q = 2: Inverse Simpson,3.9320388349514563,3.9320388349514563,3.9320388349514563,45,3.9320388349514563,Threshold >= 0.90,Deterministic,Point estimate,8.618874485612,7.4005453427892185,10.10461945493617,-4.686835650660544,-54.378743517898506
Threshold_0.90,2023-12,0,q = 0: Richness,6,6,6,35,6,Threshold >= 0.90,Deterministic,Point estimate,26,22,31,-20,-76.92307692307692
Threshold_0.90,2023-12,1,q = 1: Exponential Shannon,3.983772393532214,3.983772393532214,3.983772393532214,35,3.983772393532214,Threshold >= 0.90,Deterministic,Point estimate,9.697121696143242,7.882320830542966,11.761324019136186,-5.713349302611028,-58.91799114868645
Threshold_0.90,2023-12,2,q = 2: Inverse Simpson,2.8959810874704495,2.8959810874704495,2.8959810874704495,35,2.8959810874704495,Threshold >= 0.90,Deterministic,Point estimate,4.591992206256946,3.811218546454862,5.718723016357551,-1.6960111187864966,-36.93410272943298
Threshold_0.90,2024-01,0,q = 0: Richness,8,8,8,33,8,Threshold >= 0.90,Deterministic,Point estimate,26,22,30,-18,-69.23076923076923
Threshold_0.90,2024-01,1,q = 1: Exponential Shannon,5.566110965122333,5.566110965122333,5.566110965122333,33,5.566110965122333,Threshold >= 0.90,Deterministic,Point estimate,10.417251165997529,9.13255783802883,11.843549774861081,-4.851140200875196,-46.56833288909823
Threshold_0.90,2024-01,2,q = 2: Inverse Simpson,4.338645418326694,4.338645418326694,4.338645418326694,33,4.338645418326694,Threshold >= 0.90,Deterministic,Point estimate,6.465290449586066,5.6899736851790506,7.4126930385093655,-2.126645031259372,-32.89326361811832
Threshold_0.90,2024-02,0,q = 0: Richness,14,14,14,245,14,Threshold >= 0.90,Deterministic,Point estimate,47,40,54,-33,-70.2127659574468
Threshold_0.90,2024-02,1,q = 1: Exponential Shannon,4.113625573691372,4.113625573691372,4.113625573691372,245,4.113625573691372,Threshold >= 0.90,Deterministic,Point estimate,8.58332950123917,7.654537845934463,9.831797539377344,-4.4697039275477985,-52.07424376406045
Threshold_0.90,2024-02,2,q = 2: Inverse Simpson,2.466409171220775,2.466409171220775,2.466409171220775,245,2.466409171220775,Threshold >= 0.90,Deterministic,Point estimate,4.087542633437041,3.6927997604232186,4.734422379805179,-1.6211334622162656,-39.66034382014808
Threshold_0.90,2024-03,0,q = 0: Richness,23,23,23,740,23,Threshold >= 0.90,Deterministic,Point estimate,66,58,74,-43,-65.15151515151516
Threshold_0.90,2024-03,1,q = 1: Exponential Shannon,6.263093132662942,6.263093132662942,6.263093132662942,740,6.263093132662942,Threshold >= 0.90,Deterministic,Point estimate,9.97935271460506,9.218538511638544,10.878451053335775,-3.7162595819421176,-37.239485247407565
Threshold_0.90,2024-03,2,q = 2: Inverse Simpson,4.05425415346344,4.05425415346344,4.05425415346344,740,4.05425415346344,Threshold >= 0.90,Deterministic,Point estimate,6.122666221593212,5.679676419189503,6.712458876980535,-2.0684120681297715,-33.78286506677378
Threshold_0.90,2024-04,0,q = 0: Richness,16,16,16,629,16,Threshold >= 0.90,Deterministic,Point estimate,56,49,63,-40,-71.42857142857143
Threshold_0.90,2024-04,1,q = 1: Exponential Shannon,3.735614151207044,3.735614151207044,3.735614151207044,629,3.735614151207044,Threshold >= 0.90,Deterministic,Point estimate,7.600025081616561,6.9434506817279935,8.371633002109517,-3.864410930409517,-50.84734443517834
Threshold_0.90,2024-04,2,q = 2: Inverse Simpson,2.5732915336034705,2.5732915336034705,2.5732915336034705,629,2.5732915336034705,Threshold >= 0.90,Deterministic,Point estimate,4.631815206277359,4.350144228510964,4.975176481450267,-2.0585236726738887,-44.443130414271145
